study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 0/11 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / vancomycin: 0/18 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / vancomycin: 0/18 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Coagulase-negative staphylococci / vancomycin: 0/18 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Gram-negative bacteria (aggregate) / gentamicin: 11/65 (16.92%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Gram-negative bacteria (aggregate) / gentamicin: 11/65 (16.92%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Gram-negative bacteria (aggregate) / gentamicin: 11/65 (16.92%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Gram-positive bacteria (aggregate) / vancomycin: 0/58 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Gram-positive bacteria (aggregate) / vancomycin: 0/58 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Gram-positive bacteria (aggregate) / vancomycin: 0/58 (0.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / penicillin: 3/5 (60.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / penicillin: 3/5 (60.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / penicillin: 3/5 (60.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / erythromycin: 4/5 (80.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / erythromycin: 4/5 (80.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / erythromycin: 4/5 (80.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / clindamycin: 4/5 (80.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / clindamycin: 4/5 (80.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / clindamycin: 4/5 (80.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / meropenem: 0/9 (0.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / meropenem: 0/9 (0.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / meropenem: 0/9 (0.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ceftriaxone: 8/8 (100.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ceftriaxone: 8/8 (100.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ceftriaxone: 8/8 (100.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Proteus spp. / ceftriaxone: 6/6 (100.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Proteus spp. / ceftriaxone: 6/6 (100.0%),,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,specimen_site,AMR prevalence for Proteus spp. / ceftriaxone: 6/6 (100.0%),,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / oxacillin: 34/43 (79.07%),,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / oxacillin: 34/43 (79.07%),,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / oxacillin: 34/43 (79.07%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / cefepime: 26/29 (89.66%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / cefepime: 26/29 (89.66%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / cefepime: 26/29 (89.66%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / cefepime: 26/29 (89.66%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / cefepime: 14/14 (100.0%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / cefepime: 14/14 (100.0%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Klebsiella pneumoniae / cefepime: 14/14 (100.0%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / cefepime: 14/14 (100.0%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / meropenem: 4/29 (13.79%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / meropenem: 4/29 (13.79%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / meropenem: 4/29 (13.79%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / meropenem: 4/29 (13.79%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / meropenem: 9/14 (64.29%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / meropenem: 9/14 (64.29%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Klebsiella pneumoniae / meropenem: 9/14 (64.29%),,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / meropenem: 9/14 (64.29%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 12/17 (70.59%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 12/17 (70.59%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 12/17 (70.59%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 0/17 (0.0%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 0/17 (0.0%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 0/17 (0.0%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / clindamycin: 0/17 (0.0%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / clindamycin: 0/17 (0.0%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / clindamycin: 0/17 (0.0%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / gentamicin: 10/17 (58.82%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / gentamicin: 10/17 (58.82%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / gentamicin: 10/17 (58.82%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / co-trimoxazole: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / co-trimoxazole: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / co-trimoxazole: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / chloramphenicol: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / chloramphenicol: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / chloramphenicol: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / erythromycin: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / erythromycin: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / erythromycin: 15/17 (88.24%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / oxacillin: 17/54 (31.48%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / oxacillin: 17/54 (31.48%),,,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / oxacillin: 17/54 (31.48%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cloxacillin: 0/14 (0.0%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cloxacillin: 0/14 (0.0%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cloxacillin: 0/14 (0.0%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 13/14 (92.86%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 13/14 (92.86%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ampicillin: 13/14 (92.86%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 13/14 (92.86%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftriaxone: 5/14 (35.71%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftriaxone: 5/14 (35.71%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ceftriaxone: 5/14 (35.71%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftriaxone: 5/14 (35.71%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 3/6 (50.0%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 3/6 (50.0%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 3/6 (50.0%),,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 3/6 (50.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftriaxone: 3/3 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftriaxone: 3/3 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftriaxone: 3/3 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 8/8 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 8/8 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 8/8 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,pathogen_specific,AMR prevalence for Proteus spp. / ceftriaxone: 7/8 (87.5%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Proteus spp. / ceftriaxone: 7/8 (87.5%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,specimen_site,AMR prevalence for Proteus spp. / ceftriaxone: 7/8 (87.5%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacter cloacae complex / ceftriaxone: 8/8 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacter cloacae complex / ceftriaxone: 8/8 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,specimen_site,AMR prevalence for Enterobacter cloacae complex / ceftriaxone: 8/8 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii complex / ceftriaxone: 9/9 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii complex / ceftriaxone: 9/9 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii complex / ceftriaxone: 9/9 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 2/2 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 2/2 (100.0%),,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 2/2 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella species / ceftriaxone: 43/44 (97.73%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella species / ceftriaxone: 43/44 (97.73%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella species / ceftriaxone: 43/44 (97.73%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella species / ceftazidime: 40/44 (90.91%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella species / ceftazidime: 40/44 (90.91%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella species / ceftazidime: 40/44 (90.91%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftriaxone: 11/11 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftriaxone: 11/11 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftriaxone: 11/11 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftazidime: 11/11 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftazidime: 11/11 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftazidime: 11/11 (100.0%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / methicillin: 31/34 (91.18%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / methicillin: 31/34 (91.18%),,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / methicillin: 31/34 (91.18%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / ceftriaxone: 41/43 (95.35%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / ceftriaxone: 41/43 (95.35%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / ceftriaxone: 41/43 (95.35%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / ceftazidime: 41/43 (95.35%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / ceftazidime: 41/43 (95.35%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / ceftazidime: 41/43 (95.35%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / imipenem: 37/43 (86.05%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / imipenem: 37/43 (86.05%),,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / imipenem: 37/43 (86.05%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / penicillin: 138/153 (90.2%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / penicillin: 138/153 (90.2%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / penicillin: 138/153 (90.2%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / penicillin: 138/153 (90.2%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 117/153 (76.47%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 117/153 (76.47%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / ampicillin: 117/153 (76.47%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 117/153 (76.47%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 0/153 (0.0%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 0/153 (0.0%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / vancomycin: 0/153 (0.0%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 0/153 (0.0%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 96/102 (94.12%),,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 96/102 (94.12%),,,,,
